""
epoch,train_loss,train_acc,test_loss,test_acc
1,4.309201249098167,0.05618,4.036031796382024,0.09179999679327011
2,3.805116034165407,0.1126,3.6305197324508276,0.14880000054836273
3,3.5948073784510295,0.14652,3.490728292709742,0.17520000040531158
4,3.470618695479173,0.17098,3.3600806517478747,0.19290000200271606
5,3.3782278617223103,0.18416,3.2780281549844985,0.20640000700950623
6,3.2993957550097734,0.20006,3.183100630075504,0.22930000722408295
7,3.239185863886124,0.2117,3.169336138627468,0.2303999960422516
8,3.1968794773786495,0.21872,3.0809349494102674,0.2410999983549118
9,3.1557246079811683,0.22668,3.0684105218985143,0.24469999969005585
10,3.118418887945322,0.23166,2.9970019047076883,0.2655999958515167
11,3.0900832451306854,0.23928,2.925396833664332,0.2761000096797943
12,3.06180518529354,0.24282,2.98561408275213,0.26440000534057617
13,3.033374224564968,0.25128,2.8615503861353946,0.28360000252723694
14,3.0138448427885005,0.25188,2.8807152876487145,0.28529998660087585
15,2.9976770920631215,0.25476,2.8250804803310294,0.2930000126361847
16,2.9771231284508337,0.26004,2.866564860710731,0.29089999198913574
17,2.960096370256864,0.26384,2.866104712853065,0.28130000829696655
18,2.936357762263371,0.26764,2.7583372715191965,0.30239999294281006
19,2.9189019777835945,0.27016,2.716636293973678,0.30970001220703125
20,2.903028373840528,0.27434,2.711628345342783,0.31290000677108765
21,2.893412178601974,0.27786,2.7224084505668054,0.3158999979496002
22,2.869900076205914,0.27822,2.7404891680448484,0.3059000074863434
23,2.8534294868126895,0.28618,2.680948541714595,0.3179999887943268
24,2.8409516334533693,0.28478,2.676406288758302,0.31869998574256897
25,2.8280565090668506,0.28822,2.5825475515463414,0.34700000286102295
26,2.807446731053866,0.29324,2.630160236969972,0.3334999978542328
27,2.7995671761341585,0.29558,2.60287567285391,0.3393999934196472
28,2.7811835331794543,0.3001,2.6552843038852396,0.33180001378059387
29,2.774084804608272,0.2994,2.643970189950405,0.32899999618530273
30,2.7685249126874485,0.29766,2.568378732754634,0.34549999237060547
31,2.761169703190143,0.30028,2.5585302145053177,0.3517000079154968
32,2.74558718754695,0.30224,2.554048186693436,0.3407999873161316
33,2.7384729250883444,0.30584,2.5441230902305016,0.34279999136924744
34,2.728249963124593,0.31038,2.484603686210437,0.362199991941452
35,2.710905992067777,0.31102,2.495998841065627,0.35760000348091125
36,2.7260692981573253,0.31176,2.5007908069170437,0.35830000042915344
37,2.698047140928415,0.31452,2.5514160302969127,0.35199999809265137
38,2.695054230323205,0.31542,2.5231657272730117,0.3528999984264374
39,2.699227147224622,0.31454,2.471637948965415,0.35899999737739563
40,2.6904069924965883,0.31642,2.4581903494321384,0.3732999861240387
41,2.4255572175368285,0.37486,2.1643245923213468,0.4311999976634979
42,2.375388682805575,0.38244,2.1716091403594384,0.4320000112056732
43,2.358705818347442,0.38694,2.1385100789559193,0.43720000982284546
44,2.3504286802732026,0.38756,2.137536025964297,0.43790000677108765
45,2.350360078383715,0.39048,2.133124735110845,0.4413999915122986
46,2.3582000631552478,0.38508,2.1600089501111936,0.43389999866485596
47,2.344483098311302,0.3888,2.1596082968589587,0.4375999867916107
48,2.3417904786574533,0.38992,2.14870994977462,0.4350999891757965
49,2.343122992760096,0.39148,2.167627345292996,0.4339999854564667
50,2.3430625188045013,0.39038,2.1426299030964193,0.43799999356269836
51,2.3441266762904633,0.38958,2.113782431834783,0.44760000705718994
52,2.3417305276944087,0.38986,2.11555407444636,0.44620001316070557
53,2.3349708202557684,0.3933,2.093600245622488,0.4487000107765198
54,2.329312162215893,0.39358,2.17041436678324,0.4334000051021576
55,2.3260136662385404,0.39486,2.1276635283078904,0.44110000133514404
56,2.32978965257987,0.3939,2.139351580387507,0.4390999972820282
57,2.318217423023322,0.3952,2.1577289425409756,0.4372999966144562
58,2.318363285981692,0.39616,2.104206302227118,0.45089998841285706
59,2.3174145671037527,0.39524,2.104526881988232,0.45260000228881836
60,2.3145649078564765,0.39874,2.113220546490107,0.44519999623298645
