""
epoch,train_loss,train_acc,test_loss,test_acc
1,4.2322936840546435,0.06682000309228897,3.845621570562705,0.12099999934434891
2,3.680007016964448,0.1348000019788742,3.4624627156135364,0.17489999532699585
3,3.4974019900346414,0.1678999960422516,3.3115932666338406,0.21080000698566437
4,3.339476716824067,0.1990399956703186,3.178649734228085,0.23199999332427979
5,3.22180445988973,0.2193399965763092,3.0591267316769333,0.25200000405311584
6,3.0917726137699226,0.2416599988937378,2.8921459087958703,0.2791999876499176
7,3.06047992339501,0.24988000094890594,2.9580103067251353,0.2727999985218048
8,3.0100760337633963,0.25999999046325684,2.8395197483209462,0.29010000824928284
9,2.9499545347996246,0.27052000164985657,2.826376756032308,0.2883000075817108
10,2.8935136764477463,0.2788200080394745,2.7189286916683884,0.3172999918460846
11,2.853844135846847,0.28672000765800476,2.6937315677985167,0.321399986743927
12,2.8339565215966642,0.2930999994277954,2.6647455233793993,0.3237999975681305
13,2.7922119067265436,0.29958000779151917,2.6897424123226066,0.32339999079704285
14,2.7760851860046385,0.3055199980735779,2.5671845368849926,0.3375999927520752
15,2.7578496816830755,0.30744001269340515,2.5953424465961947,0.33899998664855957
16,2.68856995900472,0.3213599920272827,2.5542839429317374,0.34929999709129333
17,2.7055245735706426,0.32006001472473145,2.461336273413438,0.3675000071525574
18,2.6717752010394364,0.3269599974155426,2.543320486178765,0.3450999855995178
19,2.648731979345664,0.33250001072883606,2.4541541246267466,0.36890000104904175
20,2.6379667196518337,0.33344000577926636,2.4211366130755496,0.3824999928474426
21,2.6245692711610062,0.3381600081920624,2.5416733698967175,0.3549000024795532
22,2.6239456861447064,0.33542001247406006,2.5284339036696997,0.3465000092983246
23,2.5602148190522804,0.3443799912929535,2.3686066269874573,0.3882000148296356
24,2.583993706947718,0.346780002117157,2.406916618347168,0.3790000081062317
25,2.547554645477197,0.3514400124549866,2.3907970373447123,0.3862999975681305
26,2.531445541442969,0.3534800112247467,2.412995914618174,0.37619999051094055
27,2.5326489564700005,0.3547999858856201,2.411481498143612,0.373199999332428
28,2.5269798000653583,0.3567599952220917,2.358027751629169,0.3928000032901764
29,2.54874119697473,0.3513999879360199,2.370790946177947,0.3869999945163727
30,2.5495291410348355,0.35401999950408936,2.3631290778135643,0.39149999618530273
31,2.5230929588660214,0.3607800006866455,2.39355638393989,0.3865000009536743
32,2.513648277368301,0.35938000679016113,2.294040476664519,0.4074999988079071
33,2.4983428670809817,0.36212000250816345,2.3928994093185816,0.37720000743865967
34,2.4939755757649738,0.3651599884033203,2.329713148948474,0.39660000801086426
35,2.4667936377036264,0.3671000003814697,2.298994752076956,0.4097999930381775
36,2.5128976531517813,0.36041998863220215,2.349364399909973,0.38920000195503235
37,2.4573166847229,0.3681800067424774,2.331049810617398,0.4000999927520752
38,2.4727423982742507,0.3688800036907196,2.219957018509889,0.4223000109195709
39,2.4942018310228984,0.3657799959182739,2.3165881725457997,0.40130001306533813
40,2.4669584387387986,0.37106001377105713,2.2690658156688395,0.4106000065803528
41,2.181224540869395,0.4327400028705597,1.9514738336587563,0.4781000018119812
42,2.103954273003798,0.4486599862575531,1.9638289274313512,0.4781999886035919
43,2.1642595217778133,0.4377000033855438,1.9644763821210616,0.47690001130104065
44,2.1129852178769233,0.44697999954223633,1.9544858703246484,0.48190000653266907
45,2.124156332932986,0.4456999897956848,1.9670661305769896,0.4796999990940094
46,2.0954479422324743,0.4514000117778778,1.937570264706245,0.48249998688697815
